text,label
'Dế Mèn Phiêu Lưu Ký' có bản bìa cứng không?,detail_book
"Đặt 5 quyển 'Đàn ông sao Hỏa đàn bà sao Kim' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0987654321.",place_order
"Tôi muốn đặt 3 cuốn 'Sherlock Holmes Toàn Tập', giao đến 123 Nguyễn Trãi, Hà Nội, liên hệ 0987654321.",place_order
Tôi muốn biết 'Tuổi Trẻ Đáng Giá Bao Nhiêu' có ebook không?,detail_book
"Tôi cần mua 2 cuốn 'Đàn ông sao Hỏa đàn bà sao Kim', xin giao tới 56 Hai Bà Trưng, Hải Phòng, gọi 0912345678 khi đến.",place_order
"Hãy gửi 1 quyển 'One Piece tập 10' cho tôi, địa chỉ 78 Trần Phú, Đà Nẵng, số 0978123456.",place_order
'Totto-chan Bên Cửa Sổ' có bản bìa cứng không?,detail_book
"Tôi cần mua 5 cuốn 'Tuyển tập thơ mùa hạ', xin giao tới 123 Nguyễn Trãi, Hà Nội, gọi 0987654321 khi đến.",place_order
"Làm ơn gửi cho tôi 5 bản 'Sherlock Holmes Toàn Tập' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0912345678.",place_order
Cho tôi hỏi sách 'Totto-chan Bên Cửa Sổ' có bao nhiêu trang?,detail_book
"Đặt 2 quyển 'Sherlock Holmes Toàn Tập' giúp tôi, ship tới 123 Nguyễn Trãi, Hà Nội, liên lạc qua 0934567890.",place_order
"Làm ơn gửi cho tôi 5 bản 'Dế Mèn Phiêu Lưu Ký' đến địa chỉ 78 Trần Phú, Đà Nẵng, số điện thoại 0912345678.",place_order
Nhà xuất bản nào phát hành 'Đắc Nhân Tâm'?,detail_book
Ai là tác giả của 'Đàn ông sao Hỏa đàn bà sao Kim' vậy?,detail_book
"Đặt 1 quyển 'Đàn ông sao Hỏa đàn bà sao Kim' giúp tôi, ship tới 78 Trần Phú, Đà Nẵng, liên lạc qua 0978123456.",place_order
"Đặt 2 quyển 'Sherlock Holmes Toàn Tập' giúp tôi, ship tới 45 Lê Lợi, TP.HCM, liên lạc qua 0909123456.",place_order
Cho tôi hỏi sách 'Harry Potter và Hòn đá Phù thủy' có bao nhiêu trang?,detail_book
"Tôi muốn đặt 4 cuốn 'One Piece tập 10', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0987654321.",place_order
"Tôi muốn đặt 2 cuốn 'Sapiens: Lược Sử Loài Người', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0987654321.",place_order
"Hãy gửi 5 quyển 'Sapiens: Lược Sử Loài Người' cho tôi, địa chỉ 99 Phan Chu Trinh, Huế, số 0978123456.",place_order
"Tôi muốn đặt 4 cuốn 'Harry Potter và Hòn đá Phù thủy', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0934567890.",place_order
Có thể xem mục lục của 'Tuổi Trẻ Đáng Giá Bao Nhiêu' không?,detail_book
"Đặt 2 quyển 'Đàn ông sao Hỏa đàn bà sao Kim' giúp tôi, ship tới 123 Nguyễn Trãi, Hà Nội, liên lạc qua 0912345678.",place_order
'Tuyển tập thơ mùa hạ' có phải bản dịch mới nhất không?,detail_book
Có bản tiếng Anh của 'Dế Mèn Phiêu Lưu Ký' không?,detail_book
Cửa hàng còn hàng 'Sherlock Holmes Toàn Tập' không?,detail_book
"Tôi muốn đặt 5 cuốn 'Tuổi Trẻ Đáng Giá Bao Nhiêu', giao đến 78 Trần Phú, Đà Nẵng, liên hệ 0934567890.",place_order
Sách 'Đắc Nhân Tâm' phù hợp cho độ tuổi nào?,detail_book
"Tôi cần mua 5 cuốn 'Hoàng Tử Bé', xin giao tới 123 Nguyễn Trãi, Hà Nội, gọi 0909123456 khi đến.",place_order
Nhà xuất bản nào phát hành 'Không gia đình'?,detail_book
"Hãy gửi 3 quyển 'Đàn ông sao Hỏa đàn bà sao Kim' cho tôi, địa chỉ 123 Nguyễn Trãi, Hà Nội, số 0912345678.",place_order
Có bản tiếng Anh của 'Đàn ông sao Hỏa đàn bà sao Kim' không?,detail_book
"Đặt 3 quyển 'Sapiens: Lược Sử Loài Người' giúp tôi, ship tới 78 Trần Phú, Đà Nẵng, liên lạc qua 0978123456.",place_order
"Hãy gửi 4 quyển 'Sherlock Holmes Toàn Tập' cho tôi, địa chỉ 45 Lê Lợi, TP.HCM, số 0912345678.",place_order
"Tôi muốn đặt 3 cuốn 'Naruto tập 20', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0909123456.",place_order
Giá bán hiện tại của 'Không gia đình' là bao nhiêu?,detail_book
"Làm ơn gửi cho tôi 4 bản 'Tuyển tập thơ mùa hạ' đến địa chỉ 56 Hai Bà Trưng, Hải Phòng, số điện thoại 0978123456.",place_order
Thời gian giao 'Totto-chan Bên Cửa Sổ' thường mất bao lâu?,detail_book
'Nhà Giả Kim' có bản bìa cứng không?,detail_book
Bạn có thể tóm tắt nội dung 'Không Gia Đình' cho tôi không?,detail_book
Có thể xem mục lục của 'Không gia đình' không?,detail_book
"Hãy gửi 2 quyển 'Totto-chan Bên Cửa Sổ' cho tôi, địa chỉ 123 Nguyễn Trãi, Hà Nội, số 0978123456.",place_order
"Tôi muốn đặt 3 cuốn 'Hoàng Tử Bé', giao đến 99 Phan Chu Trinh, Huế, liên hệ 0978123456.",place_order
Tôi muốn biết 'Không gia đình' có ebook không?,detail_book
'Harry Potter và Hòn đá Phù thủy' có được giải thưởng nào không?,detail_book
"Hãy gửi 5 quyển 'Naruto tập 20' cho tôi, địa chỉ 78 Trần Phú, Đà Nẵng, số 0934567890.",place_order
Có thể xem mục lục của 'Dế Mèn Phiêu Lưu Ký' không?,detail_book
"Đặt 5 quyển 'Đắc Nhân Tâm' giúp tôi, ship tới 56 Hai Bà Trưng, Hải Phòng, liên lạc qua 0978123456.",place_order
Ai là tác giả của 'Nhà Giả Kim' vậy?,detail_book
Giá bán hiện tại của 'Không Gia Đình' là bao nhiêu?,detail_book
Ai là tác giả của 'Sherlock Holmes Toàn Tập' vậy?,detail_book
Sách 'Tuổi Trẻ Đáng Giá Bao Nhiêu' phù hợp cho độ tuổi nào?,detail_book
Thời gian giao 'Đắc Nhân Tâm' thường mất bao lâu?,detail_book
'Sherlock Holmes Toàn Tập' có phải bản dịch mới nhất không?,detail_book
"Làm ơn gửi cho tôi 2 bản 'One Piece tập 10' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0934567890.",place_order
"Làm ơn gửi cho tôi 1 bản 'Đàn ông sao Hỏa đàn bà sao Kim' đến địa chỉ 78 Trần Phú, Đà Nẵng, số điện thoại 0909123456.",place_order
"Tôi cần mua 2 cuốn 'One Piece tập 10', xin giao tới 45 Lê Lợi, TP.HCM, gọi 0978123456 khi đến.",place_order
"Tôi cần mua 3 cuốn 'Đàn ông sao Hỏa đàn bà sao Kim', xin giao tới 123 Nguyễn Trãi, Hà Nội, gọi 0909123456 khi đến.",place_order
Bạn có thể tóm tắt nội dung 'Không gia đình' cho tôi không?,detail_book
"Tôi cần mua 1 cuốn 'Hoàng Tử Bé', xin giao tới 123 Nguyễn Trãi, Hà Nội, gọi 0912345678 khi đến.",place_order
"Tôi muốn đặt 5 cuốn 'Tuyển tập thơ mùa hạ', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0987654321.",place_order
"Hãy gửi 4 quyển 'Dế Mèn Phiêu Lưu Ký' cho tôi, địa chỉ 123 Nguyễn Trãi, Hà Nội, số 0909123456.",place_order
"Tôi cần mua 2 cuốn 'Totto-chan Bên Cửa Sổ', xin giao tới 78 Trần Phú, Đà Nẵng, gọi 0912345678 khi đến.",place_order
'Đàn ông sao Hỏa đàn bà sao Kim' có phải bản dịch mới nhất không?,detail_book
"Tôi muốn đặt 2 cuốn 'Không gia đình', giao đến 123 Nguyễn Trãi, Hà Nội, liên hệ 0934567890.",place_order
"Hãy gửi 2 quyển 'Naruto tập 20' cho tôi, địa chỉ 123 Nguyễn Trãi, Hà Nội, số 0934567890.",place_order
Cho tôi hỏi sách 'Naruto tập 20' có bao nhiêu trang?,detail_book
Giá bán hiện tại của 'Đắc Nhân Tâm' là bao nhiêu?,detail_book
'Không Gia Đình' có được giải thưởng nào không?,detail_book
"Tôi cần mua 4 cuốn 'Naruto tập 20', xin giao tới 123 Nguyễn Trãi, Hà Nội, gọi 0987654321 khi đến.",place_order
'Hoàng Tử Bé' có được giải thưởng nào không?,detail_book
"Tôi muốn đặt 4 cuốn 'Totto-chan Bên Cửa Sổ', giao đến 45 Lê Lợi, TP.HCM, liên hệ 0934567890.",place_order
Tôi muốn biết 'Không Gia Đình' có ebook không?,detail_book
"Đặt 5 quyển 'One Piece tập 10' giúp tôi, ship tới 78 Trần Phú, Đà Nẵng, liên lạc qua 0934567890.",place_order
"Tôi muốn đặt 2 cuốn 'Đắc Nhân Tâm', giao đến 78 Trần Phú, Đà Nẵng, liên hệ 0912345678.",place_order
Cửa hàng còn hàng 'Hoàng Tử Bé' không?,detail_book
"Làm ơn gửi cho tôi 1 bản 'Không gia đình' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0909123456.",place_order
Có thể xem mục lục của 'One Piece tập 10' không?,detail_book
"Đặt 1 quyển 'One Piece tập 10' giúp tôi, ship tới 56 Hai Bà Trưng, Hải Phòng, liên lạc qua 0912345678.",place_order
'One Piece tập 10' có phải bản dịch mới nhất không?,detail_book
"Hãy gửi 5 quyển 'Không gia đình' cho tôi, địa chỉ 123 Nguyễn Trãi, Hà Nội, số 0978123456.",place_order
Bạn có thể tóm tắt nội dung 'Sapiens: Lược Sử Loài Người' cho tôi không?,detail_book
Bạn có thể tóm tắt nội dung 'Tuổi Trẻ Đáng Giá Bao Nhiêu' cho tôi không?,detail_book
"Làm ơn gửi cho tôi 3 bản 'Nhà Giả Kim' đến địa chỉ 45 Lê Lợi, TP.HCM, số điện thoại 0912345678.",place_order
"Hãy gửi 5 quyển 'Sapiens: Lược Sử Loài Người' cho tôi, địa chỉ 99 Phan Chu Trinh, Huế, số 0978123456.",place_order
"Tôi cần mua 5 cuốn 'Naruto tập 20', xin giao tới 99 Phan Chu Trinh, Huế, gọi 0912345678 khi đến.",place_order
Cho tôi hỏi sách 'Sapiens: Lược Sử Loài Người' có bao nhiêu trang?,detail_book
'Hoàng Tử Bé' có phải bản dịch mới nhất không?,detail_book
"Đặt 2 quyển 'Hoàng Tử Bé' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0987654321.",place_order
"Tôi muốn đặt 4 cuốn 'Sapiens: Lược Sử Loài Người', giao đến 78 Trần Phú, Đà Nẵng, liên hệ 0909123456.",place_order
"Tôi cần mua 1 cuốn 'Harry Potter và Hòn đá Phù thủy', xin giao tới 56 Hai Bà Trưng, Hải Phòng, gọi 0987654321 khi đến.",place_order
Sách 'Không Gia Đình' phù hợp cho độ tuổi nào?,detail_book
"Tôi cần mua 1 cuốn 'Sherlock Holmes Toàn Tập', xin giao tới 45 Lê Lợi, TP.HCM, gọi 0987654321 khi đến.",place_order
Cho tôi hỏi sách 'Harry Potter và Hòn đá Phù thủy' có bao nhiêu trang?,detail_book
"Đặt 5 quyển 'Đắc Nhân Tâm' giúp tôi, ship tới 45 Lê Lợi, TP.HCM, liên lạc qua 0934567890.",place_order
"Tôi muốn đặt 3 cuốn 'Sherlock Holmes Toàn Tập', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0912345678.",place_order
"Hãy gửi 1 quyển 'Nhà Giả Kim' cho tôi, địa chỉ 99 Phan Chu Trinh, Huế, số 0912345678.",place_order
"Hãy gửi 3 quyển 'Naruto tập 20' cho tôi, địa chỉ 123 Nguyễn Trãi, Hà Nội, số 0978123456.",place_order
"Đặt 2 quyển 'Đàn ông sao Hỏa đàn bà sao Kim' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0909123456.",place_order
"Làm ơn gửi cho tôi 2 bản 'Không gia đình' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0934567890.",place_order
Giá bán hiện tại của 'Hoàng Tử Bé' là bao nhiêu?,detail_book
"Tôi muốn đặt 2 cuốn 'Tuổi Trẻ Đáng Giá Bao Nhiêu', giao đến 45 Lê Lợi, TP.HCM, liên hệ 0909123456.",place_order
"Tôi muốn đặt 1 cuốn 'Naruto tập 20', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0978123456.",place_order
"Đặt 5 quyển 'Harry Potter và Hòn đá Phù thủy' giúp tôi, ship tới 78 Trần Phú, Đà Nẵng, liên lạc qua 0909123456.",place_order
"Đặt 5 quyển 'Nhà Giả Kim' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0934567890.",place_order
Giá bán hiện tại của 'Totto-chan Bên Cửa Sổ' là bao nhiêu?,detail_book
'Tuyển tập thơ mùa hạ' có được giải thưởng nào không?,detail_book
'Tuyển tập thơ mùa hạ' có bản bìa cứng không?,detail_book
"Làm ơn gửi cho tôi 2 bản 'Sapiens: Lược Sử Loài Người' đến địa chỉ 56 Hai Bà Trưng, Hải Phòng, số điện thoại 0912345678.",place_order
Ai là tác giả của 'Sherlock Holmes Toàn Tập' vậy?,detail_book
Cho tôi hỏi sách 'Tuyển tập thơ mùa hạ' có bao nhiêu trang?,detail_book
Nhà xuất bản nào phát hành 'Tuổi Trẻ Đáng Giá Bao Nhiêu'?,detail_book
Sách 'Hoàng Tử Bé' phù hợp cho độ tuổi nào?,detail_book
'Tuyển tập thơ mùa hạ' có phải bản dịch mới nhất không?,detail_book
Thời gian giao 'Totto-chan Bên Cửa Sổ' thường mất bao lâu?,detail_book
Có thể xem mục lục của 'Nhà Giả Kim' không?,detail_book
"Tôi muốn đặt 5 cuốn 'Naruto tập 20', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0987654321.",place_order
Có bản tiếng Anh của 'Đàn ông sao Hỏa đàn bà sao Kim' không?,detail_book
"Hãy gửi 3 quyển 'One Piece tập 10' cho tôi, địa chỉ 78 Trần Phú, Đà Nẵng, số 0978123456.",place_order
"Tôi muốn đặt 3 cuốn 'Tuổi Trẻ Đáng Giá Bao Nhiêu', giao đến 45 Lê Lợi, TP.HCM, liên hệ 0978123456.",place_order
Có thể xem mục lục của 'Tuyển tập thơ mùa hạ' không?,detail_book
Cửa hàng còn hàng 'Tuổi Trẻ Đáng Giá Bao Nhiêu' không?,detail_book
'Đắc Nhân Tâm' xuất bản năm nào?,detail_book
Tôi muốn biết 'Nhà Giả Kim' có ebook không?,detail_book
Ai là tác giả của 'Nhà Giả Kim' vậy?,detail_book
Cho tôi hỏi sách 'Tuổi Trẻ Đáng Giá Bao Nhiêu' có bao nhiêu trang?,detail_book
"Tôi cần mua 1 cuốn 'Đàn ông sao Hỏa đàn bà sao Kim', xin giao tới 78 Trần Phú, Đà Nẵng, gọi 0909123456 khi đến.",place_order
Ai là tác giả của 'Harry Potter và Hòn đá Phù thủy' vậy?,detail_book
Cửa hàng còn hàng 'Không gia đình' không?,detail_book
"Tôi cần mua 2 cuốn 'Nhà Giả Kim', xin giao tới 123 Nguyễn Trãi, Hà Nội, gọi 0934567890 khi đến.",place_order
Có thể xem mục lục của 'Nhà Giả Kim' không?,detail_book
Tôi muốn biết 'Dế Mèn Phiêu Lưu Ký' có ebook không?,detail_book
"Tôi cần mua 2 cuốn 'Naruto tập 20', xin giao tới 78 Trần Phú, Đà Nẵng, gọi 0978123456 khi đến.",place_order
'Hoàng Tử Bé' xuất bản năm nào?,detail_book
"Tôi muốn đặt 3 cuốn 'Tuyển tập thơ mùa hạ', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0934567890.",place_order
'Đắc Nhân Tâm' có phải bản dịch mới nhất không?,detail_book
'Hoàng Tử Bé' xuất bản năm nào?,detail_book
"Tôi cần mua 5 cuốn 'Totto-chan Bên Cửa Sổ', xin giao tới 99 Phan Chu Trinh, Huế, gọi 0987654321 khi đến.",place_order
Cửa hàng còn hàng 'Totto-chan Bên Cửa Sổ' không?,detail_book
'Naruto tập 20' có được giải thưởng nào không?,detail_book
"Đặt 2 quyển 'Dế Mèn Phiêu Lưu Ký' giúp tôi, ship tới 123 Nguyễn Trãi, Hà Nội, liên lạc qua 0987654321.",place_order
"Hãy gửi 1 quyển 'Harry Potter và Hòn đá Phù thủy' cho tôi, địa chỉ 45 Lê Lợi, TP.HCM, số 0934567890.",place_order
'Naruto tập 20' có được giải thưởng nào không?,detail_book
"Đặt 2 quyển 'Dế Mèn Phiêu Lưu Ký' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0987654321.",place_order
'Không gia đình' có phải bản dịch mới nhất không?,detail_book
"Tôi cần mua 3 cuốn 'Harry Potter và Hòn đá Phù thủy', xin giao tới 56 Hai Bà Trưng, Hải Phòng, gọi 0987654321 khi đến.",place_order
Bạn có thể tóm tắt nội dung 'Đàn ông sao Hỏa đàn bà sao Kim' cho tôi không?,detail_book
"Làm ơn gửi cho tôi 1 bản 'Không gia đình' đến địa chỉ 78 Trần Phú, Đà Nẵng, số điện thoại 0934567890.",place_order
Cho tôi hỏi sách 'Sapiens: Lược Sử Loài Người' có bao nhiêu trang?,detail_book
"Làm ơn gửi cho tôi 3 bản 'Không gia đình' đến địa chỉ 56 Hai Bà Trưng, Hải Phòng, số điện thoại 0909123456.",place_order
Có bản tiếng Anh của 'Đắc Nhân Tâm' không?,detail_book
Cửa hàng còn hàng 'Hoàng Tử Bé' không?,detail_book
'Naruto tập 20' có được giải thưởng nào không?,detail_book
"Làm ơn gửi cho tôi 5 bản 'Naruto tập 20' đến địa chỉ 99 Phan Chu Trinh, Huế, số điện thoại 0934567890.",place_order
"Tôi muốn đặt 5 cuốn 'Tuổi Trẻ Đáng Giá Bao Nhiêu', giao đến 123 Nguyễn Trãi, Hà Nội, liên hệ 0909123456.",place_order
Thời gian giao 'Harry Potter và Hòn đá Phù thủy' thường mất bao lâu?,detail_book
Bạn có thể tóm tắt nội dung 'Hoàng Tử Bé' cho tôi không?,detail_book
Cửa hàng còn hàng 'Đắc Nhân Tâm' không?,detail_book
Giá bán hiện tại của 'Hoàng Tử Bé' là bao nhiêu?,detail_book
Có thể xem mục lục của 'Tuyển tập thơ mùa hạ' không?,detail_book
Ai là tác giả của 'Không Gia Đình' vậy?,detail_book
Có bản tiếng Anh của 'Nhà Giả Kim' không?,detail_book
"Đặt 5 quyển 'Không Gia Đình' giúp tôi, ship tới 56 Hai Bà Trưng, Hải Phòng, liên lạc qua 0987654321.",place_order
Bạn có thể tóm tắt nội dung 'Sapiens: Lược Sử Loài Người' cho tôi không?,detail_book
Có bản tiếng Anh của 'Totto-chan Bên Cửa Sổ' không?,detail_book
Bạn có thể tóm tắt nội dung 'Đắc Nhân Tâm' cho tôi không?,detail_book
Nhà xuất bản nào phát hành 'Tuổi Trẻ Đáng Giá Bao Nhiêu'?,detail_book
"Tôi cần mua 5 cuốn 'Nhà Giả Kim', xin giao tới 56 Hai Bà Trưng, Hải Phòng, gọi 0978123456 khi đến.",place_order
Có bản tiếng Anh của 'Tuyển tập thơ mùa hạ' không?,detail_book
Ai là tác giả của 'Không gia đình' vậy?,detail_book
'Nhà Giả Kim' có phải bản dịch mới nhất không?,detail_book
"Tôi cần mua 5 cuốn 'Không Gia Đình', xin giao tới 123 Nguyễn Trãi, Hà Nội, gọi 0978123456 khi đến.",place_order
"Hãy gửi 5 quyển 'One Piece tập 10' cho tôi, địa chỉ 56 Hai Bà Trưng, Hải Phòng, số 0987654321.",place_order
"Tôi muốn đặt 1 cuốn 'Tuyển tập thơ mùa hạ', giao đến 45 Lê Lợi, TP.HCM, liên hệ 0909123456.",place_order
"Hãy gửi 1 quyển 'Harry Potter và Hòn đá Phù thủy' cho tôi, địa chỉ 99 Phan Chu Trinh, Huế, số 0987654321.",place_order
Có thể xem mục lục của 'Dế Mèn Phiêu Lưu Ký' không?,detail_book
"Hãy gửi 1 quyển 'Tuyển tập thơ mùa hạ' cho tôi, địa chỉ 123 Nguyễn Trãi, Hà Nội, số 0934567890.",place_order
Ai là tác giả của 'Naruto tập 20' vậy?,detail_book
'Totto-chan Bên Cửa Sổ' có phải bản dịch mới nhất không?,detail_book
"Hãy gửi 4 quyển 'Đàn ông sao Hỏa đàn bà sao Kim' cho tôi, địa chỉ 56 Hai Bà Trưng, Hải Phòng, số 0978123456.",place_order
"Tôi cần mua 3 cuốn 'Dế Mèn Phiêu Lưu Ký', xin giao tới 99 Phan Chu Trinh, Huế, gọi 0909123456 khi đến.",place_order
"Hãy gửi 4 quyển 'Totto-chan Bên Cửa Sổ' cho tôi, địa chỉ 78 Trần Phú, Đà Nẵng, số 0934567890.",place_order
Nhà xuất bản nào phát hành 'Không Gia Đình'?,detail_book
"Làm ơn gửi cho tôi 4 bản 'Totto-chan Bên Cửa Sổ' đến địa chỉ 78 Trần Phú, Đà Nẵng, số điện thoại 0909123456.",place_order
Có thể xem mục lục của 'Đàn ông sao Hỏa đàn bà sao Kim' không?,detail_book
"Tôi muốn đặt 4 cuốn 'Tuyển tập thơ mùa hạ', giao đến 45 Lê Lợi, TP.HCM, liên hệ 0912345678.",place_order
Nhà xuất bản nào phát hành 'Sherlock Holmes Toàn Tập'?,detail_book
Bạn có thể tóm tắt nội dung 'Harry Potter và Hòn đá Phù thủy' cho tôi không?,detail_book
'Đắc Nhân Tâm' có bản bìa cứng không?,detail_book
'Totto-chan Bên Cửa Sổ' có phải bản dịch mới nhất không?,detail_book
Giá bán hiện tại của 'One Piece tập 10' là bao nhiêu?,detail_book
"Làm ơn gửi cho tôi 4 bản 'Totto-chan Bên Cửa Sổ' đến địa chỉ 45 Lê Lợi, TP.HCM, số điện thoại 0987654321.",place_order
'Đàn ông sao Hỏa đàn bà sao Kim' có được giải thưởng nào không?,detail_book
Có thể xem mục lục của 'One Piece tập 10' không?,detail_book
Có thể xem mục lục của 'Sherlock Holmes Toàn Tập' không?,detail_book
"Hãy gửi 3 quyển 'Đắc Nhân Tâm' cho tôi, địa chỉ 56 Hai Bà Trưng, Hải Phòng, số 0934567890.",place_order
'Không gia đình' có phải bản dịch mới nhất không?,detail_book
"Đặt 2 quyển 'Không gia đình' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0987654321.",place_order
'One Piece tập 10' có được giải thưởng nào không?,detail_book
"Tôi muốn đặt 4 cuốn 'Tuổi Trẻ Đáng Giá Bao Nhiêu', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0912345678.",place_order
"Tôi muốn đặt 5 cuốn 'Tuyển tập thơ mùa hạ', giao đến 56 Hai Bà Trưng, Hải Phòng, liên hệ 0934567890.",place_order
Có thể xem mục lục của 'Sapiens: Lược Sử Loài Người' không?,detail_book
"Đặt 2 quyển 'Không gia đình' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0987654321.",place_order
Cho tôi hỏi sách 'Harry Potter và Hòn đá Phù thủy' có bao nhiêu trang?,detail_book
'Không Gia Đình' xuất bản năm nào?,detail_book
Sách 'Dế Mèn Phiêu Lưu Ký' phù hợp cho độ tuổi nào?,detail_book
"Đặt 1 quyển 'Không gia đình' giúp tôi, ship tới 99 Phan Chu Trinh, Huế, liên lạc qua 0987654321.",place_order
Thời gian giao 'Sherlock Holmes Toàn Tập' thường mất bao lâu?,detail_book
Ai là tác giả của 'Không Gia Đình' vậy?,detail_book
'Harry Potter và Hòn đá Phù thủy' xuất bản năm nào?,detail_book
"Làm ơn gửi cho tôi 4 bản 'Không gia đình' đến địa chỉ 56 Hai Bà Trưng, Hải Phòng, số điện thoại 0912345678.",place_order
"Tôi muốn đặt 1 cuốn 'Hoàng Tử Bé', giao đến 123 Nguyễn Trãi, Hà Nội, liên hệ 0987654321.",place_order
"Tôi cần mua 4 cuốn 'Naruto tập 20', xin giao tới 123 Nguyễn Trãi, Hà Nội, gọi 0912345678 khi đến.",place_order
"Tôi cần mua 2 cuốn 'Đàn ông sao Hỏa đàn bà sao Kim', xin giao tới 78 Trần Phú, Đà Nẵng, gọi 0978123456 khi đến.",place_order
Thời gian giao 'Harry Potter và Hòn đá Phù thủy' thường mất bao lâu?,detail_book
Cửa hàng còn hàng 'Harry Potter và Hòn đá Phù thủy' không?,detail_book
Thời gian giao 'Sapiens: Lược Sử Loài Người' thường mất bao lâu?,detail_book
Giá bán hiện tại của 'Tuổi Trẻ Đáng Giá Bao Nhiêu' là bao nhiêu?,detail_book
Cửa hàng còn hàng 'Đàn ông sao Hỏa đàn bà sao Kim' không?,detail_book
"Tôi cần mua 1 cuốn 'Hoàng Tử Bé', xin giao tới 99 Phan Chu Trinh, Huế, gọi 0987654321 khi đến.",place_order
"Làm ơn gửi cho tôi 3 bản 'Naruto tập 20' đến địa chỉ 78 Trần Phú, Đà Nẵng, số điện thoại 0978123456.",place_order
"Đặt 4 quyển 'Đàn ông sao Hỏa đàn bà sao Kim' giúp tôi, ship tới 78 Trần Phú, Đà Nẵng, liên lạc qua 0934567890.",place_order
"Hãy gửi 1 quyển 'Totto-chan Bên Cửa Sổ' cho tôi, địa chỉ 45 Lê Lợi, TP.HCM, số 0978123456.",place_order
"Làm ơn gửi cho tôi 2 bản 'Sapiens: Lược Sử Loài Người' đến địa chỉ 123 Nguyễn Trãi, Hà Nội, số điện thoại 0909123456.",place_order
Bạn có thể tóm tắt nội dung 'Harry Potter và Hòn đá Phù thủy' cho tôi không?,detail_book
Cho tôi hỏi sách 'Naruto tập 20' có bao nhiêu trang?,detail_book
